AirTemp,ProcessTemp,RotSpeed,Torque,ToolWear,Index
-0.05408213959279143,-0.02736490038105902,-0.1325149011273024,-0.19950038834118464,-0.08618618253779058,129
-0.05342165037560298,-0.02349037703593112,-0.1385480877485227,-0.2028906219070096,-0.08129777491306131,131
-0.05453737912373727,-0.026545964936773886,-0.09144705197292195,-0.23508671619028487,-0.09203139975641036,132
-0.07029041255012299,-0.031560481652765274,-0.11563020582501175,-0.17492637944136138,-0.10724103251086652,133
-0.0806336177654825,-0.03398253013000332,-0.10338120449205085,-0.17459261033172693,-0.10705854926086522,136
-0.05538437722831852,-0.029574347236058975,-0.13009504063881083,-0.19438262142844284,-0.09021212544849722,140
-0.0791829005066454,-0.028435138507412572,-0.11860824530172896,-0.13661342092621104,-0.13680880673812904,143
-0.16558749282756927,-0.04879198624538414,0.028358110846210233,-0.19254036665296062,-0.1210867771004243,148
-0.050383559053573994,-0.022713846741840762,-0.09023963183896747,-0.23963081855578763,-0.09168065578995839,150
-0.05136963058731444,-0.02273256618700399,-0.13504867299427886,-0.20588575633709208,-0.08461188587443814,151
-0.0797166024681647,-0.04131613824800425,-0.2039277579831609,-0.1956090952273024,0.04592108194650529,156
-0.07889921661810217,-0.03471479682376897,-0.15956576128218428,-0.297563533208477,0.0960947959524075,157
-0.05659745151186141,-0.02275148940476545,-0.13259255403976228,-0.2036694538451967,-0.08403756317854158,163
-0.05526939651728479,-0.0226132097174061,-0.13463058235259445,-0.19787894441499873,-0.08925637897784357,166
-0.05475473898601437,-0.02339959682364067,-0.12435740020257219,-0.21489317368723612,-0.08224360228066427,167
-0.19881508559127486,-0.049159089902330574,0.04222134663127865,-0.11663724359958477,-0.17225843951821457,169
-0.07553022893621957,-0.03494944386586992,-0.1166429038468867,-0.17122222925412905,-0.10130370607702346,196
-0.055841398132387844,-0.027294586917138246,-0.1335129016865881,-0.20274275229476865,-0.0802568729492449,197
-0.05590433330869759,-0.026007370775803094,-0.13862499139126955,-0.2011098320857297,-0.07800198441862762,204
-0.057089268361632445,-0.030531536578964246,-0.13038839748647565,-0.19759257522625615,-0.08404673432679943,210
-0.2272556108312973,-0.0441568105997204,0.07818623440275811,-0.13285276463192255,-0.1685695603199453,212
-0.058597977374228,-0.027632927779455765,-0.13182607909525731,-0.19580064053339644,-0.08579088719779031,214
-0.057918147539408174,-0.02678600270769712,-0.1306582254176192,-0.20170705448495443,-0.08257908183044893,215
-0.05751944294849645,-0.024630010699794928,-0.13867274790280704,-0.2017729613805199,-0.07705334904850943,221
-0.08769051595904075,-0.03327952768187634,-0.12105371364550276,-0.16912811284526574,-0.08849664184844233,232
-0.05757027932746638,-0.024436536316382314,-0.12885588995443628,-0.19708962690297474,-0.09169617947886824,233
-0.05521743179099825,-0.02235966589731262,-0.13063891273858555,-0.21239421665908675,-0.07903828489414395,234
-0.19745187880134182,-0.047739965024679386,0.07272198746391917,-0.2425502288195802,-0.07462842679844399,240
-0.20412790076926995,-0.10725157450981213,0.04106797283314972,-0.033270186761000985,0.03393317722680642,242
-0.0947041274285249,-0.05846012762279472,-0.11101456311838169,-0.24921983511457646,0.07875014130415062,244
-0.08320517377748393,-0.03864538352473388,-0.2207004190308171,-0.2111828661941583,0.1290853305470665,245
-0.08322888232488793,-0.03671569651885368,-0.16632892646238795,-0.2201899565768775,0.12681494990288028,246
-0.19853703552415133,-0.10178967848222388,0.09988321073626907,-0.026247242697188145,0.22704223398716888,248
-0.11381516674488065,-0.06411378574320852,-0.10866362396040725,-0.003793433340469133,0.30073749780883885,249
-0.05868463409952747,-0.021756162281985354,-0.1324501996114814,-0.18503816986076888,-0.09671934612636432,252
-0.061917200635503954,-0.02396116301142761,-0.1292022947366167,-0.19105748545940857,-0.09351036813717084,254
-0.0593761701209226,-0.023167266313256437,-0.13638345137193808,-0.19687100835747215,-0.08385061581653916,261
-0.06305893687539897,-0.027325774072026632,-0.13217069703802728,-0.18811288094746256,-0.08898022304721215,267
-0.06044722406620692,-0.0219684860853065,-0.12972246390464037,-0.19495185360062958,-0.09255848432334446,272
-0.0857436719395353,-0.03777986987553349,-0.11705850064773121,-0.16010598705729384,-0.09896048246003523,273
-0.06156086568860769,-0.026473363648053177,-0.13622475611914553,-0.19505992858017776,-0.08032959794414352,274
-0.06147671212233688,-0.025462817228595967,-0.13611593653249532,-0.1901865699017911,-0.08640647619490874,281
-0.05755171015340625,-0.02227089127887601,-0.1308996611092672,-0.2111988513291807,-0.07772739810939736,283
-0.058064711137895963,-0.024034164177112356,-0.13762288497330052,-0.19768063305002195,-0.08224611864179657,287
-0.08505822717137965,-0.03500091287883271,-0.11444111425599232,-0.16514428633803827,-0.10000397133588595,289
-0.08307122986023285,-0.03461604237244174,-0.10163292106116113,-0.19390441890401383,-0.0864238997822787,293
-0.23810776141817167,-0.047198917337971456,0.08536934630519788,-0.15990691235213478,-0.13980426717704775,294
-0.06288387374177408,-0.02606832846779313,-0.1337635374272183,-0.1983795485477282,-0.07855322379561377,297
-0.23856423455999956,-0.05033005728492119,0.08700230248405758,-0.18897683143192248,-0.10377969118734248,306
-0.213814102882601,-0.041245026837321994,0.07102615668496418,-0.19489175560402677,-0.12072378334114213,313
-0.20512103242994487,-0.04110577885758322,0.052987570117977625,-0.15450341747662044,-0.1519058533339562,314
-0.06526688336887321,-0.02328244966589696,-0.1295547188680088,-0.19758730697083005,-0.08395715310651891,318
-0.07962701795482553,-0.034063659345014805,-0.16741715432522664,-0.1596589179020877,-0.058881762452971734,323
-0.062495532291775506,-0.02878500112078196,-0.14946137860077385,-0.2052098504739494,-0.053696749492846065,325
-0.23301186629333898,-0.12388825312283254,0.059025100241718795,-0.01980260653472727,0.12302911372905387,327
-0.10413185322870486,-0.04873074915781533,-0.08401847068895599,-0.3075203918611987,0.13975295295654966,330
-0.09023978589213673,-0.02869775643161393,-0.150620608333347,-0.14269923695465525,-0.08739112436837541,342
-0.073008071249612,-0.025521353734443274,-0.13098148820362202,-0.1864797400073931,-0.08365785878505758,351
-0.07281105628769305,-0.02424950561436924,-0.13167457158366444,-0.18967200919379165,-0.08124136930060927,353
-0.07208359192284015,-0.024882583846830227,-0.13325026503926946,-0.1867830779130664,-0.08264899325812172,354
-0.1017508848513342,-0.03688582203940375,-0.10762644166495053,-0.14741849151816655,-0.10596687190627309,356
-0.07048912843121623,-0.021899066623120984,-0.12634696726553715,-0.18624838867851165,-0.09466496098174217,358
-0.26188664807622797,-0.057625578179080136,0.08611873475751862,-0.10163186731804266,-0.1646231531642944,365
-0.10747545684495628,-0.030344333065525097,-0.11488657925732407,-0.11960807791886074,-0.1273340648934605,372
-0.07541963775966859,-0.02405894621643094,-0.09808224090820783,-0.21668704313064566,-0.08540064396517501,374
-0.06920217680972943,-0.020413101302742064,-0.12915082988135845,-0.18756763614319502,-0.09331476784310243,375
-0.10608483926752048,-0.028984069677134034,-0.1135570073081181,-0.12522434965822352,-0.12579824606913076,376
-0.11004404647062845,-0.03011932015265515,-0.13677901944334198,-0.08611459219855959,-0.13659153371494293,377
-0.06904941511038623,-0.02142534685902133,-0.13567614360422062,-0.1952516012558548,-0.0782460051506451,378
-0.12730748305535877,-0.06967082652455163,0.16627619522280412,0.24889357283612976,-0.05283997045915055,380
-0.07140573370012233,-0.027077184681722107,-0.1326400374953929,-0.19310452941412126,-0.07542102668876977,383
-0.07165818160153907,-0.02627346341360621,-0.13156409550923878,-0.19244955823772025,-0.07770321321802393,384
-0.24124529236147763,-0.042124392790893805,0.08023802578729188,-0.18096316921197886,-0.1155536834030691,386
-0.10302742675371879,-0.03885899080797675,-0.13613664336813486,-0.14361765824806108,-0.07800779280223638,388
-0.07330895023181531,-0.028684554983848365,-0.12821955242168318,-0.18821769255986842,-0.08121776178291272,391
-0.07113223943987423,-0.02264520082602731,-0.1278408500554283,-0.1993481590035024,-0.07868206265529577,398
-0.16554109791999785,-0.039871805341706534,0.055275870804473055,-0.2405973393168567,-0.10391414020603937,404
-0.23244996059355058,-0.062056586373396595,0.06452005791863,-0.10207181465220613,-0.16259020827960474,405
-0.10119620479930218,-0.04617606693633071,-0.1044668655184837,-0.13665221587843182,-0.10615715884757955,406
-0.06738207863929636,-0.027858816335416828,-0.13153946780147735,-0.20780712964750475,-0.06006101955643207,409
-0.10370910558204977,-0.06059140467443997,-0.09104191539203867,-0.19613407993104445,0.0768279935994447,412
-0.10048539885085393,-0.06768436258270458,-0.16921028309599942,-0.20161998178012513,0.08435151432955601,413
-0.12550020159364209,-0.09054306282160775,-0.10213513411823799,-0.19139838090497943,0.14992826745834015,417
-0.06692999740554939,-0.03154538521645106,-0.09003376400586427,-0.19534923958894904,-0.10079012576331407,418
-0.06852275976668606,-0.02351009534568956,-0.12586089284184437,-0.18521417343562116,-0.09654059059028706,419
-0.11527291441047643,-0.03225628387629595,0.044095192528411445,-0.2930333639625264,-0.10318114225923802,420
-0.070996864386131,-0.02542230390625962,-0.13286100447562665,-0.18702791229916385,-0.08334042691294685,421
-0.08495671061091897,-0.03048759634843834,-0.1458758408236095,-0.17204822423355207,-0.06628013996360903,426
-0.075813133762265,-0.027577335870801932,-0.09675093094248595,-0.21166658671556293,-0.08784052468901273,431
-0.07000183655260526,-0.026168068748548053,-0.13337029142938442,-0.18818158365830015,-0.08192673159129013,433
-0.25088200588536985,-0.044933298079737574,0.07972950344743206,-0.16290935392615188,-0.12065335753629987,438
-0.1868020498006819,-0.03659103803150826,-0.08724606170480377,0.1624391537068292,-0.16644851614996264,442
-0.07474456712354091,-0.027829965964201578,-0.10701193668762285,-0.19270847216935857,-0.09735357003540501,446
-0.11628894017817805,-0.040222932100976945,-0.1335955161561475,-0.06366182905550832,-0.1458792944893162,455
-0.07117990315403246,-0.027748634571348053,-0.12697875440973597,-0.20214818046440972,-0.07159303938060185,459
-0.07228859385641365,-0.031597007267147696,-0.12630455704304114,-0.1851810128054194,-0.0842773410081059,464
-0.07764112001064895,-0.029922024804649793,-0.13275699269382343,-0.18896094233368194,-0.07036743213732341,470
-0.0722543871651961,-0.03094720323483497,-0.12717275588853233,-0.1992291230950076,-0.07004504259655724,472
-0.09093116507443175,-0.03831785743577414,-0.15032200086635658,-0.14187447662972968,-0.0782030119738358,474
-0.0743960718901316,-0.03395895855530638,-0.1288728285254865,-0.18515069523488992,-0.0772699577743137,476
-0.0726821373858228,-0.03373014699848809,-0.12847117000140926,-0.18462441920358633,-0.08014063839082165,480
-0.07237673868131185,-0.035229862950532716,-0.12568042720604058,-0.18343506725028155,-0.08292641589196138,482
-0.09737639764849934,-0.042762525929836565,-0.11207818304329145,-0.18640767819928414,-0.06102372715921612,491
-0.10777945775608924,-0.08957672339093598,-0.16862648063012278,-0.22804091736216486,0.13437506715918565,497
-0.09182237160378591,-0.08742964930984064,-0.17647221167065313,-0.2181812369514886,0.07925695755564041,498
-0.08739132893501458,-0.064587558358021,-0.18364545966631815,-0.22810577495873005,0.0890816099379559,500
-0.068317853856919,-0.03339064996796103,-0.12738619264881157,-0.19664340439403633,-0.07391041111240002,504
-0.07393484325704389,-0.02736602897432275,-0.1303270781132093,-0.18848630035258854,-0.07953426128296404,515
-0.07119563186669549,-0.03014118054613478,-0.1260678791291924,-0.1844134408008408,-0.087830379637265,518
-0.07277260632857994,-0.033635469082624436,-0.1302550167024468,-0.1852347262018638,-0.07775069366461337,520
-0.07263147956233462,-0.03163154820034013,-0.1281228247851331,-0.1991359978096293,-0.06812666162269136,528
-0.07432681312103666,-0.03144150337478608,-0.1308306069113586,-0.18814661361220125,-0.07490297496074526,530
-0.07217002713701541,-0.0335834146391658,-0.12861874636140702,-0.19796335839398999,-0.06731296544855014,537
-0.07356011513462812,-0.03698626281470923,-0.12776743250392625,-0.1867153149509474,-0.07461938657591702,538
-0.07151736424691858,-0.030216398678401486,-0.13259677566784595,-0.18914128914518638,-0.07117668424177545,539
-0.2209601720756751,-0.04569431173029433,0.051209208525692745,-0.1664923091148249,-0.11771092758502447,541
-0.07188403426536835,-0.028677304412740617,-0.13103885445955468,-0.19109465317794203,-0.07195366566452222,542
-0.07182931662470599,-0.029962231237698183,-0.1267861152428188,-0.18779268195607315,-0.08327816691883201,545
-0.07305729001475474,-0.03418430386713437,-0.12987046941449443,-0.1874008233487699,-0.07513562533497468,552
-0.07277847857396458,-0.03768980946910408,-0.12678362696173562,-0.18506877946322253,-0.07732781751210104,553
-0.07145600558973225,-0.03171278144584172,-0.12905114525045847,-0.2002268687836461,-0.06720171091044917,555
-0.10392109639520626,-0.041388397688803376,-0.11560941251657082,-0.14258813106303989,-0.09614147431650774,557
-0.07398276366178395,-0.03242743456919595,-0.1296766215628138,-0.18713156073418927,-0.07643013145214544,558
-0.07553652662710872,-0.032006441019828996,-0.1285124184101319,-0.1883635752348728,-0.07522955068818586,561
-0.07352248513569026,-0.033001606061055955,-0.13066750833827656,-0.18799354520989162,-0.07446336723521353,562
-0.06684407224494811,-0.02992502370252974,-0.1268650405457637,-0.1854189638294508,-0.09059541165743554,568
-0.2943465146425325,0.0041140539135356875,0.09300555536895143,-0.18990727123620352,-0.1075143353838768,572
-0.1162357929080631,-0.01015198773214116,-0.13626399583378518,-0.06844548006517313,-0.10855125544096444,575
-0.10408116016664301,-0.03843161298201954,-0.12945522817315058,-0.15090001052534982,-0.07678050013296459,576
-0.06649124669949069,-0.0192901230352151,-0.1531484527399219,-0.20913733405979307,-0.05158135544570545,578
-0.09572139087171447,-0.060172096002690106,-0.146011038557275,-0.19303343547428298,0.18028944892583432,585
-0.10582748825728942,-0.09213997156488656,-0.22284580381164945,-0.1658995839303353,0.15206433558403423,586
-0.1424535029372369,-0.07213989720078971,-0.15994903899469579,-0.22547080289441704,0.2003647300470131,588
-0.10288091807963178,-0.0791143129085435,-0.18354915605190356,-0.2333412592208017,0.154237134280754,589
-0.10881358619344944,-0.06890813812267799,-0.17844958144946002,-0.25542256557467463,0.11694535936013603,591
-0.12302858793578463,-0.05422057404487562,-0.16311052750213365,-0.23665006414858075,0.12236124165124664,592
-0.09866089217945916,-0.04142728072826067,-0.11800230547413551,-0.14840529482022732,-0.0931527387780448,597
-0.09425564528629962,-0.04427422084378108,-0.15538632154095236,-0.13173796732199577,-0.07399435698709853,598
-0.06591961441442712,-0.03640930886916223,-0.12770850479868764,-0.18982489781330036,-0.07978618608455049,600
-0.06716872864481933,-0.015672111043297996,-0.14036698614424384,-0.20064185945365073,-0.07579882669411481,611
-0.06920390764119809,-0.010047977694905168,-0.14513340986744674,-0.19428778777397593,-0.08097542900260181,615
-0.07348829305436784,-0.012986736957674999,-0.10636105263302367,-0.21585612768472093,-0.09095630165034013,618
-0.06758455559653967,-0.015209666665495017,-0.1395438731147728,-0.19607961319865555,-0.08123080340466422,624
-0.06458005585808446,-0.01608195456090579,-0.1416514744748534,-0.19948880594338544,-0.07784622114289798,626
-0.29907080815265563,0.0042178768396268764,0.10319153723919455,-0.10378381849428785,-0.19920329941200482,628
-0.10769181835155753,-0.014279556968577129,-0.10983763431982334,-0.15219638582105796,-0.11564311651911074,632
-0.06055017295455602,-0.0338543287135266,-0.13024826284473173,-0.19607258885060463,-0.07892315861670839,637
-0.0797527346092912,-0.037392366645552955,-0.12841734728163132,-0.19096581678995897,-0.06312024665369323,647
-0.10280462252719584,-0.04088430716456827,-0.10523231159557393,-0.1470014962294794,-0.10372577446331073,648
-0.07746368134159937,-0.023895379899910345,-0.13151425272273504,-0.1876118011237804,-0.07416339689210333,649
-0.07341927824155518,-0.03293318779269557,-0.13105348125452126,-0.18762701273436982,-0.07461555195698623,650
-0.08984411192473678,-0.03346302302642057,-0.10472017230452692,-0.1907685719476935,-0.08085263277675112,652
-0.0682981293088902,-0.031115847332123078,-0.12776707391477324,-0.18351036552417113,-0.08895709590017044,653
-0.07184577192983796,-0.030916230413974538,-0.13261235203425265,-0.18735714536046716,-0.07691701224159608,656
-0.07248158703540916,-0.029460292464934756,-0.12981594925891946,-0.19516065466558352,-0.07273002855528134,663
-0.09664548110892307,-0.04218875561028565,-0.11258142036230985,-0.16818224791477232,-0.07005060698383696,664
-0.0929534407452752,-0.043126368576950555,-0.15338596648597272,-0.14730332610761143,-0.06287941006431734,667
-0.07115687318206877,-0.03395546744491912,-0.14080960417656113,-0.19810811094407804,-0.05561845623250061,669
-0.06331298396307797,-0.03417751172408241,-0.12933765811986564,-0.19688043261272287,-0.0759399255603787,677
-0.2403028537758843,-0.0651959037444213,0.08691298157116324,-0.18151661342796296,-0.09954612260302274,679
-0.07233814150386873,-0.033805893173836636,-0.13325580997184858,-0.19246970349277304,-0.06777896383780156,681
-0.06940582389329207,-0.031732508557013574,-0.1306706171144157,-0.19931402392122324,-0.06852553849418372,684
-0.07035352617336317,-0.0313980262490989,-0.13213462546749413,-0.1898433261779498,-0.07591900791222218,685
-0.2676635537965968,-0.06026919551570096,0.09077381829281143,-0.10855591136338186,-0.15393366959725832,689
-0.07056781013933482,-0.031238722345400198,-0.12841088104027806,-0.19002086267407575,-0.07941023578103927,703
-0.07211414840837711,-0.03394000487450354,-0.12836516456570776,-0.18946930650377755,-0.0757598876277619,704
-0.06929685272413999,-0.03155071225816364,-0.0955364598039445,-0.22121986653057749,-0.08204462066330187,706
-0.06998752935177899,-0.0282274963060803,-0.1323487877740816,-0.19236161067072088,-0.07172308787746623,707
-0.23531131255245333,-0.05475643152293923,0.0542823958711339,-0.10974097948633733,-0.15412218428953153,715
-0.10767112712441834,-0.03694112401681848,-0.103261861366594,-0.16069693321223744,-0.0910774662600603,716
-0.07172037977068124,-0.03132423687844566,-0.12755662075311705,-0.1894996490912447,-0.079547625486639,717
-0.07181427227107577,-0.029276986604936033,-0.13267524969525063,-0.19114788922870488,-0.07473411418016082,720
-0.07386973845016302,-0.031171703946247582,-0.12963417356299112,-0.1880646182303711,-0.07690827779035526,721
-0.07302879595957829,-0.030178126407666175,-0.13182133317918354,-0.18904757398769595,-0.07557268244600396,725
-0.07242614219652263,-0.027751791369930334,-0.12735535865572437,-0.18403789417146668,-0.08807732558648382,732
-0.22010940285712002,-0.04057417561810298,0.07118300614258796,-0.13452258018373345,-0.1656253594637585,734
-0.07443028055631726,-0.02519374050851982,-0.13020180125538633,-0.18797710135136086,-0.08184558830854295,735
-0.0816655541932552,-0.025500729811257374,-0.1215103702274901,-0.21873255098288194,-0.052239306765242174,744
-0.19631854934350143,-0.05695940074925957,0.08740562692615451,-0.25819929112528556,-0.05557689768823312,747
-0.12933596368176117,-0.03000748703392669,-0.1723708825309023,-0.2596901912997441,0.13675601256620884,754
-0.07067782063618036,-0.02659059807254343,-0.13499460943853073,-0.1925798477189208,-0.07480563611395248,768
-0.07906844770260293,-0.026259246608645797,-0.13019268369636805,-0.19091050129711518,-0.07321763267539572,773
-0.07750554154825444,-0.026698577599865887,-0.13277165324696424,-0.18976668930066398,-0.07290605028437894,779
-0.07188410981404314,-0.023431182424958216,-0.13844853123850895,-0.19083627781331397,-0.07504841068930333,786
-0.10293835753769394,-0.034644904125541796,-0.11804079338720756,-0.15426338268622197,-0.08976107424346338,787
-0.10316054381012361,-0.03697307267683841,-0.11916334654583292,-0.14969072285276158,-0.09066082609457245,788
-0.07286231735720668,-0.02651935150867996,-0.13656906398489224,-0.1876947446874461,-0.07600303444190315,789
-0.07915923268290033,-0.021880595136937013,-0.1318623806975256,-0.18117387135713559,-0.08557243210562951,791
-0.07119885875216624,-0.02299774083495623,-0.12755296905143856,-0.18734328418761553,-0.09055565915395106,794
-0.07900963678771927,-0.023487669464341554,-0.12959905133787403,-0.19365027926499306,-0.07390187512519919,797
-0.07035110002527073,-0.02069502249969851,-0.13043611823672813,-0.18870285086310645,-0.0894634203553237,799
-0.06919153059624578,-0.02452204322914079,-0.1331376631632176,-0.19377202798731816,-0.07902524700420553,800
-0.07153557984748217,-0.020467973861911144,-0.12606822190403436,-0.18761156284666042,-0.09396517352003907,803
-0.0687519204540639,-0.024760422132175733,-0.1320045733126221,-0.18905348786937853,-0.08507810821188716,807
-0.06986556497795014,-0.021179066162204406,-0.125377225841051,-0.19531853121868634,-0.08790812378023594,810
-0.08086832830228996,-0.02178207019017566,-0.12894803973912639,-0.18621361806999093,-0.08183645567854357,811
-0.19959694438636907,-0.04115108599026167,0.0858647088864273,-0.2663825219162186,-0.07838266857370252,812
-0.0796778003365698,-0.02646957859310721,-0.12911773749452213,-0.1934094662240879,-0.07097392933184024,823
-0.07972107947476938,-0.028444514704522098,-0.12523391850269552,-0.19201893527838626,-0.07423006401975382,825
-0.0773776906377319,-0.027296644184437842,-0.12898865742357538,-0.18645873908935567,-0.07952678064502593,833
-0.07829853064337237,-0.04094408796562836,-0.0924443524077476,-0.2337001091214263,-0.04926143184195233,838
-0.07581506938659531,-0.03329504994853265,-0.14045240821956365,-0.19417382957859114,-0.055912154846843656,840
-0.09753941516617172,-0.06182562185154641,-0.09185643958373853,-0.17118441777284368,-0.07724261760582746,841
-0.0734581200276742,-0.03111838188303748,-0.14285323237731276,-0.19213463001551948,-0.055084147676582845,842
-0.09526451507017616,-0.03461613619933038,-0.15068997092629735,-0.22877588920516145,0.019697999420838896,843
-0.1453161833617105,-0.008986011486321468,-0.126121156291295,-0.1509923356214419,0.16176717478064154,844
-0.15969336416269056,-0.0930603775121309,-0.13118588163715922,-0.1969372426774778,0.09622835400933201,846
-0.07890388014821122,-0.026965322187248564,-0.1249995719170919,-0.18318338764147613,-0.085596350086099,850
-0.22507991323060292,-0.062469642661207914,0.08415777584372441,-0.19865907812880873,-0.09759765380323063,852
-0.07932350173688545,-0.030429949759302542,-0.12980886806596048,-0.18843788524766086,-0.07164830717031748,856
-0.08234265757708907,-0.026000047437576158,-0.12429514119988463,-0.181065009015113,-0.08094565675046397,860
-0.1111286044584932,-0.042363579159217825,-0.12086597310661289,-0.13743260057561257,-0.08785775468019114,865
-0.08148411398548971,-0.028518639735938465,-0.13013724198339174,-0.18721403564074846,-0.07229448063455861,866
-0.27430759104720553,-0.0667275120693097,0.08990815586249819,-0.13409818078231014,-0.11442338394380018,870
-0.2696674167266266,-0.0653306033947917,0.08722056506347195,-0.13462923700864624,-0.11224181991353402,871
-0.0797571382696967,-0.029355584021270906,-0.12866035252468885,-0.18410717947766608,-0.07776825768680434,873
-0.08269411046268121,-0.02721945379986423,-0.1269832673145408,-0.18744125844688414,-0.07531042195615663,874
-0.11008781669581927,-0.039457258668539635,-0.12307125576547857,-0.15197496676674435,-0.07505721408354626,875
-0.10573676673207241,-0.036056015701063704,-0.14477921170666813,-0.13799198773378812,-0.07508453010653586,881
-0.2585955599449979,-0.0615845196310337,0.09151749338146943,-0.19407758427220032,-0.07690834151336313,884
-0.08386732948276251,-0.02978458262658806,-0.13111126872434656,-0.18493267493282187,-0.06995265621360795,888
-0.1213998462826525,-0.04205168403576695,-0.12303547195393677,-0.11496902782154873,-0.09819248188622264,895
-0.08804324542144654,-0.02774059107074812,-0.12526458810624225,-0.17654972030311478,-0.08205036707857566,896
-0.08617118839082755,-0.027087385992417397,-0.12735019841125697,-0.17977790767739218,-0.07926183150823303,897
-0.26897758572446334,-0.06498083869102389,0.082058121996374,-0.1160517387704499,-0.1266964707905641,899
-0.10363770232314083,-0.032222607364226934,-0.1392716036700827,-0.1418776263308197,-0.07263897229185762,904
-0.085332568954608,-0.028984068409561806,-0.12904624457863073,-0.1810547731367016,-0.07523085690062496,913
-0.08835785846321294,-0.02949654266493121,-0.12420885743490614,-0.1843386507673068,-0.07324660264976977,914
-0.08692879572197376,-0.027593358046399237,-0.12381892905702553,-0.17769947686258242,-0.08360795229214593,916
-0.0878104169438046,-0.03412870115018597,-0.13396078809653514,-0.1836564239051035,-0.05509218188449762,921
-0.1852571542312345,-0.09623727942039778,-0.008075850222507768,-0.11404861095191338,-0.02602961715407359,922
-0.12142322341847564,-0.04413516205456737,-0.1882744561471831,-0.204091763803582,0.093276093443682,924
-0.27163824592261754,-0.17451549312589498,0.06135641014972887,-0.04336019960481305,0.14350901652347162,926
-0.08115800244569853,-0.030743362890148056,-0.12589485653850938,-0.17733472918221094,-0.08451756092356016,928
-0.08572778337986918,-0.03013669829395051,-0.12786238034281042,-0.1843733300763958,-0.0715483198871012,939
-0.11229302115438422,-0.04579564197653359,-0.12474979110148748,-0.13510145409513152,-0.08170860365259117,940
-0.08301882959770676,-0.028748290734968884,-0.13128474824448386,-0.1823945406950359,-0.0742021027079315,941
